NO	PHRASE	DPIWN	TDPIWN	PERCENT	TPERCENT	JDICT
576	身上	164	448447	0.02164639	59.19060963	
577	美國	164	448611	0.02164639	59.21225602	
578	提供	164	448775	0.02164639	59.23390241	*
579	貓	164	448939	0.02164639	59.25554880	*
580	出去	163	449102	0.02151440	59.27706320	*
581	度	163	449265	0.02151440	59.29857760	*
582	機會	163	449428	0.02151440	59.32009200	*
583	似	162	449590	0.02138241	59.34147441	*
584	兒子	162	449752	0.02138241	59.36285682	*
585	來到	162	449914	0.02138241	59.38423923	
586	繼續	162	450076	0.02138241	59.40562164	*
587	配合	161	450237	0.02125042	59.42687206	*
588	答案	161	450398	0.02125042	59.44812248	*
589	運動	161	450559	0.02125042	59.46937290	*
590	不斷	160	450719	0.02111843	59.49049133	*
591	有沒有	160	450879	0.02111843	59.51160976	
592	日子	159	451038	0.02098644	59.53259620	*
593	如此	159	451197	0.02098644	59.55358264	*
594	夜	159	451356	0.02098644	59.57456908	*
595	照	159	451515	0.02098644	59.59555552	*
596	奶奶	158	451673	0.02085445	59.61640997	*
597	增加	158	451831	0.02085445	59.63726442	*
598	信	157	451988	0.02072246	59.65798688	*
599	保護	157	452145	0.02072246	59.67870934	*
600	面	157	452302	0.02072246	59.69943180	*
601	感到	157	452459	0.02072246	59.72015426	
602	裡面	157	452616	0.02072246	59.74087672	*
603	講	157	452773	0.02072246	59.76159918	*
604	歡迎	157	452930	0.02072246	59.78232164	*
605	生長	156	453086	0.02059047	59.80291211	*
606	哭	156	453242	0.02059047	59.82350258	*
607	根據	156	453398	0.02059047	59.84409305	*
608	應	156	453554	0.02059047	59.86468352	*
609	不知	155	453709	0.02045848	59.88514200	*
610	決定	155	453864	0.02045848	59.90560048	*
611	福爾摩斯	155	454019	0.02045848	59.92605896	
612	離開	155	454174	0.02045848	59.94651744	*
613	錯	154	454328	0.02032649	59.96684393	*
614	到底	153	454481	0.02019450	59.98703843	*
615	改變	152	454633	0.02006251	60.00710094	*
616	怕	152	454785	0.02006251	60.02716345	*
617	頁	152	454937	0.02006251	60.04722596	*
618	留言	152	455089	0.02006251	60.06728847	*
619	進步	152	455241	0.02006251	60.08735098	*
620	篇	152	455393	0.02006251	60.10741349	*
621	入	151	455544	0.01993052	60.12734401	*
622	只好	151	455695	0.01993052	60.14727453	*
623	雨	150	455845	0.01979853	60.16707306	*
624	相信	150	455995	0.01979853	60.18687159	*
625	求	149	456144	0.01966654	60.20653813	*
626	知識	149	456293	0.01966654	60.22620467	*
627	永遠	148	456441	0.01953455	60.24573922	*
628	不錯	147	456588	0.01940256	60.26514178	*
629	介紹	147	456735	0.01940256	60.28454434	*
630	成功	147	456882	0.01940256	60.30394690	*
631	妹妹	147	457029	0.01940256	60.32334946	*
632	長大	147	457176	0.01940256	60.34275202	*
633	近	147	457323	0.01940256	60.36215458	*
634	流	147	457470	0.01940256	60.38155714	*
635	唱	147	457617	0.01940256	60.40095970	*
636	曾	147	457764	0.01940256	60.42036226	*
637	稱	147	457911	0.01940256	60.43976482	*
638	雞	147	458058	0.01940256	60.45916738	*
639	各位	146	458204	0.01927057	60.47843795	
640	星星	146	458350	0.01927057	60.49770852	*
641	停	146	458496	0.01927057	60.51697909	*
642	森林	146	458642	0.01927057	60.53624966	*
643	總	146	458788	0.01927057	60.55552023	*
644	包	145	458933	0.01913858	60.57465881	*
645	原因	145	459078	0.01913858	60.59379739	*
646	清楚	145	459223	0.01913858	60.61293597	*
647	熱	145	459368	0.01913858	60.63207455	*
648	台灣	144	459512	0.01900659	60.65108114	
649	形狀	144	459656	0.01900659	60.67008773	*
650	忽然	144	459800	0.01900659	60.68909432	*
651	現象	144	459944	0.01900659	60.70810091	*
652	詞語	144	460088	0.01900659	60.72710750	*
653	實驗	144	460232	0.01900659	60.74611409	*
654	算	144	460376	0.01900659	60.76512068	*
655	靠	144	460520	0.01900659	60.78412727	*
656	表	143	460663	0.01887460	60.80300187	*
657	背	143	460806	0.01887460	60.82187647	*
658	當時	143	460949	0.01887460	60.84075107	*
659	不停	142	461091	0.01874261	60.85949368	*
660	化石	142	461233	0.01874261	60.87823629	*
661	具有	142	461375	0.01874261	60.89697890	
662	馬上	142	461517	0.01874261	60.91572151	*
663	資料	142	461659	0.01874261	60.93446412	*
664	盡	142	461801	0.01874261	60.95320673	*
665	嘴	142	461943	0.01874261	60.97194934	*
666	不好	140	462083	0.01847863	60.99042797	*
667	趕快	140	462223	0.01847863	61.00890660	*
668	名字	139	462362	0.01834664	61.02725324	*
669	身	139	462501	0.01834664	61.04559988	*
670	互相	138	462639	0.01821465	61.06381453	*
671	牛	138	462777	0.01821465	61.08202918	*
672	合	138	462915	0.01821465	61.10024383	*
673	低	138	463053	0.01821465	61.11845848	*
674	亮	138	463191	0.01821465	61.13667313	*
675	分別	137	463328	0.01808266	61.15475579	*
676	名稱	137	463465	0.01808266	61.17283845	*
677	好好	137	463602	0.01808266	61.19092111	
678	掉	137	463739	0.01808266	61.20900377	*
679	過程	137	463876	0.01808266	61.22708643	*
680	賣	137	464013	0.01808266	61.24516909	*
681	女兒	136	464149	0.01795067	61.26311976	*
682	葉子	136	464285	0.01795067	61.28107043	*
683	語詞	136	464421	0.01795067	61.29902110	*
684	聰明	136	464557	0.01795067	61.31697177	*
685	口頭	135	464692	0.01781868	61.33479045	*
686	下去	135	464827	0.01781868	61.35260913	*
687	主人	135	464962	0.01781868	61.37042781	*
688	其實	135	465097	0.01781868	61.38824649	*
689	意義	135	465232	0.01781868	61.40606517	*
690	對於	135	465367	0.01781868	61.42388385	*
691	有趣	134	465501	0.01768669	61.44157054	*
692	解決	134	465635	0.01768669	61.45925723	*
693	民國	133	465768	0.01755470	61.47681193	*
694	目前	133	465901	0.01755470	61.49436663	*
695	回去	133	466034	0.01755470	61.51192133	*
696	即	133	466167	0.01755470	61.52947603	*
697	加油	132	466299	0.01742271	61.54689874	*
698	任何	132	466431	0.01742271	61.56432145	*
699	拉	132	466563	0.01742271	61.58174416	*
700	今年	131	466694	0.01729072	61.59903488	*
701	仔細	131	466825	0.01729072	61.61632560	*
702	安全	131	466956	0.01729072	61.63361632	*
703	西	131	467087	0.01729072	61.65090704	*
704	枝	131	467218	0.01729072	61.66819776	*
705	氣	131	467349	0.01729072	61.68548848	*
706	資源	131	467480	0.01729072	61.70277920	*
707	獲得	131	467611	0.01729072	61.72006992	*
708	若	130	467741	0.01715873	61.73722865	*
709	課本	130	467871	0.01715873	61.75438738	*
710	一切	129	468000	0.01702674	61.77141412	*
711	吹	129	468129	0.01702674	61.78844086	*
712	發出	129	468258	0.01702674	61.80546760	*
713	雲	129	468387	0.01702674	61.82249434	*
714	上課	128	468515	0.01689475	61.83938909	*
715	忘	128	468643	0.01689475	61.85628384	*
716	甚至	128	468771	0.01689475	61.87317859	*
717	教師	128	468899	0.01689475	61.89007334	*
718	教導	128	469027	0.01689475	61.90696809	*
719	道理	128	469155	0.01689475	61.92386284	*
720	層	128	469283	0.01689475	61.94075759	*
721	禮物	128	469411	0.01689475	61.95765234	*
722	城堡	127	469538	0.01676276	61.97441510	*
723	網頁	127	469665	0.01676276	61.99117786	*
724	豐富	127	469792	0.01676276	62.00794062	*
725	上學	126	469918	0.01663077	62.02457139	*
726	加上	126	470044	0.01663077	62.04120216	
727	作文	126	470170	0.01663077	62.05783293	*
728	作用	126	470296	0.01663077	62.07446370	*
729	派	126	470422	0.01663077	62.09109447	*
730	曾經	126	470548	0.01663077	62.10772524	*
731	電話	126	470674	0.01663077	62.12435601	*
732	總是	126	470800	0.01663077	62.14098678	*
733	地點	125	470925	0.01649878	62.15748556	*
734	最近	125	471050	0.01649878	62.17398434	*
735	距離	125	471175	0.01649878	62.19048312	*
736	大約	124	471299	0.01636678	62.20684990	*
737	不見	124	471423	0.01636678	62.22321668	*
738	仍然	124	471547	0.01636678	62.23958346	*
739	叫做	124	471671	0.01636678	62.25595024	
740	地面	124	471795	0.01636678	62.27231702	*
741	東	124	471919	0.01636678	62.28868380	*
742	前面	124	472043	0.01636678	62.30505058	*
743	科學	124	472167	0.01636678	62.32141736	*
744	般	124	472291	0.01636678	62.33778414	*
745	冬天	123	472414	0.01623479	62.35401893	*
746	另外	123	472537	0.01623479	62.37025372	*
747	兔子	123	472660	0.01623479	62.38648851	*
748	昆蟲	123	472783	0.01623479	62.40272330	*
749	氣體	123	472906	0.01623479	62.41895809	*
750	替	123	473029	0.01623479	62.43519288	*
751	女	122	473151	0.01610280	62.45129568	*
752	用來	122	473273	0.01610280	62.46739848	
753	底	122	473395	0.01610280	62.48350128	*
754	海洋	122	473517	0.01610280	62.49960408	*
755	傳	122	473639	0.01610280	62.51570688	*
756	冷	121	473760	0.01597081	62.53167769	*
757	不少	120	473880	0.01583882	62.54751651	*
758	西元	120	474000	0.01583882	62.56335533	*
759	怎	120	474120	0.01583882	62.57919415	*
760	記者	120	474240	0.01583882	62.59503297	*
761	貴	120	474360	0.01583882	62.61087179	*
762	填一填	120	474480	0.01583882	62.62671061	
763	幾乎	119	474599	0.01570683	62.64241744	*
764	場	119	474718	0.01570683	62.65812427	*
765	趕	119	474837	0.01570683	62.67383110	*
766	嚇	119	474956	0.01570683	62.68953793	*
767	未	118	475074	0.01557484	62.70511277	*
768	系統	118	475192	0.01557484	62.72068761	*
769	群	118	475310	0.01557484	62.73626245	*
770	寫字	118	475428	0.01557484	62.75183729	
771	人物	117	475545	0.01544285	62.76728014	*
772	尤其	117	475662	0.01544285	62.78272299	*
773	功課	117	475779	0.01544285	62.79816584	*
774	左右	117	475896	0.01544285	62.81360869	*
775	車	117	476013	0.01544285	62.82905154	*
776	家庭	117	476130	0.01544285	62.84449439	*
777	想一想	117	476247	0.01544285	62.85993724	
778	慢慢	117	476364	0.01544285	62.87538009	*
779	辦	117	476481	0.01544285	62.89082294	*
780	屬於	117	476598	0.01544285	62.90626579	*
781	以為	116	476714	0.01531086	62.92157665	*
782	充滿	116	476830	0.01531086	62.93688751	*
783	杯	116	476946	0.01531086	62.95219837	*
784	後面	116	477062	0.01531086	62.96750923	*
785	共同	115	477177	0.01517887	62.98268810	*
786	肌肉	115	477292	0.01517887	62.99786697	*
787	角	115	477407	0.01517887	63.01304584	*
788	爬	115	477522	0.01517887	63.02822471	*
789	通過	115	477637	0.01517887	63.04340358	*
790	嗯	115	477752	0.01517887	63.05858245	*
791	新年	115	477867	0.01517887	63.07376132	*
792	功能	114	477981	0.01504688	63.08880820	*
793	交通	114	478095	0.01504688	63.10385508	*
794	時代	114	478209	0.01504688	63.11890196	*
795	報導	114	478323	0.01504688	63.13394884	*
796	號	114	478437	0.01504688	63.14899572	*
797	嘛	114	478551	0.01504688	63.16404260	*
798	線	114	478665	0.01504688	63.17908948	*
799	方面	113	478778	0.01491489	63.19400437	*
800	王	113	478891	0.01491489	63.20891926	*
801	房子	113	479004	0.01491489	63.22383415	*
802	明天	113	479117	0.01491489	63.23874904	*
803	參觀	113	479230	0.01491489	63.25366393	*
804	創作	113	479343	0.01491489	63.26857882	*
805	爺爺	113	479456	0.01491489	63.28349371	*
806	轉	113	479569	0.01491489	63.29840860	*
807	不可	112	479681	0.01478290	63.31319150	*
808	日本	112	479793	0.01478290	63.32797440	
809	到處	112	479905	0.01478290	63.34275730	*
810	姊姊	112	480017	0.01478290	63.35754020	*
811	明白	112	480129	0.01478290	63.37232310	*
812	建築	112	480241	0.01478290	63.38710600	*
813	接受	112	480353	0.01478290	63.40188890	*
814	躲	112	480465	0.01478290	63.41667180	*
815	人家	111	480576	0.01465091	63.43132271	*
816	下午	111	480687	0.01465091	63.44597362	*
817	文章	111	480798	0.01465091	63.46062453	*
818	房間	111	480909	0.01465091	63.47527544	*
819	河流	111	481020	0.01465091	63.48992635	*
820	家人	111	481131	0.01465091	63.50457726	*
821	包括	110	481241	0.01451892	63.51909618	*
822	古代	110	481351	0.01451892	63.53361510	*
823	生氣	110	481461	0.01451892	63.54813402	*
824	老鼠	110	481571	0.01451892	63.56265294	*
825	草	110	481681	0.01451892	63.57717186	*
826	棵	110	481791	0.01451892	63.59169078	*
827	適當	110	481901	0.01451892	63.60620970	*
828	白色	109	482010	0.01438693	63.62059663	*
829	依照	109	482119	0.01438693	63.63498356	*
830	欣賞	109	482228	0.01438693	63.64937049	*
831	急	109	482337	0.01438693	63.66375742	*
832	活	109	482446	0.01438693	63.67814435	*
833	相關	109	482555	0.01438693	63.69253128	*
834	校園	109	482664	0.01438693	63.70691821	*
835	祝福	109	482773	0.01438693	63.72130514	*
836	朝	109	482882	0.01438693	63.73569207	*
837	說說看	109	482991	0.01438693	63.75007900	
838	豬	109	483100	0.01438693	63.76446593	*
839	人體	108	483208	0.01425494	63.77872087	*
840	人口	108	483316	0.01425494	63.79297581	*
841	夫人	108	483424	0.01425494	63.80723075	*
842	用法	108	483532	0.01425494	63.82148569	*
843	早上	108	483640	0.01425494	63.83574063	*
844	是否	108	483748	0.01425494	63.84999557	*
845	國小	108	483856	0.01425494	63.86425051	*
846	想到	108	483964	0.01425494	63.87850545	
847	遇到	108	484072	0.01425494	63.89276039	*
848	舉行	108	484180	0.01425494	63.90701533	*
849	簡單	108	484288	0.01425494	63.92127027	*
850	題目	108	484396	0.01425494	63.93552521	*
851	打開	107	484503	0.01412295	63.94964816	*
852	有關	107	484610	0.01412295	63.96377111	*
853	岩石	107	484717	0.01412295	63.97789406	*
854	或是	107	484824	0.01412295	63.99201701	*
855	剛	107	484931	0.01412295	64.00613996	*
856	組成	107	485038	0.01412295	64.02026291	*
857	溫度	107	485145	0.01412295	64.03438586	*
858	輕	107	485252	0.01412295	64.04850881	*
859	幫忙	107	485359	0.01412295	64.06263176	*
860	幸福	106	485465	0.01399096	64.07662272	*
861	按	106	485571	0.01399096	64.09061368	*
862	能力	106	485677	0.01399096	64.10460464	*
863	漸漸	106	485783	0.01399096	64.11859560	*
864	仍	105	485888	0.01385897	64.13245457	*
865	休息	105	485993	0.01385897	64.14631354	*
866	直	105	486098	0.01385897	64.16017251	*
867	物體	105	486203	0.01385897	64.17403148	*
868	速度	105	486308	0.01385897	64.18789045	*
869	繩子	105	486413	0.01385897	64.20174942	
870	關心	105	486518	0.01385897	64.21560839	*
871	牙齒	104	486622	0.01372698	64.22933537	*
872	偉大	104	486726	0.01372698	64.24306235	*
873	通常	104	486830	0.01372698	64.25678933	*
874	答應	104	486934	0.01372698	64.27051631	*
875	遍	104	487038	0.01372698	64.28424329	*
876	達	104	487142	0.01372698	64.29797027	*
877	不敢	103	487245	0.01359499	64.31156526	*
878	可怕	103	487348	0.01359499	64.32516025	*
879	正在	103	487451	0.01359499	64.33875524	*
880	念一念	103	487554	0.01359499	64.35235023	
881	城	103	487657	0.01359499	64.36594522	*
882	怎麼辦	103	487760	0.01359499	64.37954021	*
883	屋	103	487863	0.01359499	64.39313520	*
884	旁邊	103	487966	0.01359499	64.40673019	*
885	短	103	488069	0.01359499	64.42032518	*
886	填	103	488172	0.01359499	64.43392017	*
887	製作	103	488275	0.01359499	64.44751516	*
888	有時	102	488377	0.01346300	64.46097816	*
889	非	102	488479	0.01346300	64.47444116	*
890	飛機	102	488581	0.01346300	64.48790416	*
891	帶來	102	488683	0.01346300	64.50136716	
892	單位	102	488785	0.01346300	64.51483016	*
893	經濟	102	488887	0.01346300	64.52829316	*
894	力量	101	488988	0.01333101	64.54162417	*
895	不用	101	489089	0.01333101	64.55495518	*
896	用力	101	489190	0.01333101	64.56828619	*
897	形容	101	489291	0.01333101	64.58161720	*
898	念	101	489392	0.01333101	64.59494821	*
899	望	101	489493	0.01333101	64.60827922	*
900	部首	101	489594	0.01333101	64.62161023	*
901	逐漸	101	489695	0.01333101	64.63494124	*
902	且	100	489795	0.01319902	64.64814026	*
903	合作	100	489895	0.01319902	64.66133928	*
904	考試	100	489995	0.01319902	64.67453830	*
905	步	100	490095	0.01319902	64.68773732	*
906	政府	100	490195	0.01319902	64.70093634	*
907	重量	100	490295	0.01319902	64.71413536	*
908	球	100	490395	0.01319902	64.72733438	*
909	溫暖	100	490495	0.01319902	64.74053340	*
910	經常	100	490595	0.01319902	64.75373242	*
911	舉辦	100	490695	0.01319902	64.76693144	*
912	子	99	490794	0.01306703	64.77999847	*
913	生日	99	490893	0.01306703	64.79306550	*
914	宇宙	99	490992	0.01306703	64.80613253	*
915	含有	99	491091	0.01306703	64.81919956	
916	表演	99	491190	0.01306703	64.83226659	*
917	金	99	491289	0.01306703	64.84533362	*
918	相當	99	491388	0.01306703	64.85840065	*
919	強	99	491487	0.01306703	64.87146768	*
920	排	99	491586	0.01306703	64.88453471	*
921	處理	99	491685	0.01306703	64.89760174	*
922	竟	99	491784	0.01306703	64.91066877	*
923	竟然	99	491883	0.01306703	64.92373580	*
924	愉快	99	491982	0.01306703	64.93680283	*
925	猴子	99	492081	0.01306703	64.94986986	*
926	節	99	492180	0.01306703	64.96293689	*
927	大自然	98	492278	0.01293504	64.97587193	*
928	老人	98	492376	0.01293504	64.98880697	*
929	經	98	492474	0.01293504	65.00174201	*
930	小時	97	492571	0.01280305	65.01454506	*
931	不怕	97	492668	0.01280305	65.02734811	*
932	孔子	97	492765	0.01280305	65.04015116	
933	找出	97	492862	0.01280305	65.05295421	
934	思考	97	492959	0.01280305	65.06575726	*
935	真正	97	493056	0.01280305	65.07856031	*
936	特色	97	493153	0.01280305	65.09136336	*
937	紙	97	493250	0.01280305	65.10416641	*
938	做法	97	493347	0.01280305	65.11696946	
939	動作	97	493444	0.01280305	65.12977251	*
940	梅花	97	493541	0.01280305	65.14257556	*
941	大意	96	493637	0.01267106	65.15524662	*
942	不管	96	493733	0.01267106	65.16791768	*
943	心情	96	493829	0.01267106	65.18058874	*
944	危險	96	493925	0.01267106	65.19325980	*
945	好玩	96	494021	0.01267106	65.20593086	*
946	朵	96	494117	0.01267106	65.21860192	*
947	伯伯	96	494213	0.01267106	65.23127298	*
948	材料	96	494309	0.01267106	65.24394404	*
949	具	96	494405	0.01267106	65.25661510	*
950	消息	96	494501	0.01267106	65.26928616	*
951	黑	96	494597	0.01267106	65.28195722	*
952	蓋	96	494693	0.01267106	65.29462828	*
953	擔心	96	494789	0.01267106	65.30729934	*
954	火	95	494884	0.01253907	65.31983841	*
955	正確	95	494979	0.01253907	65.33237748	*
956	作業	95	495074	0.01253907	65.34491655	*
957	困難	95	495169	0.01253907	65.35745562	*
958	果然	95	495264	0.01253907	65.36999469	*
959	害怕	95	495359	0.01253907	65.38253376	*
960	掛	95	495454	0.01253907	65.39507283	*
961	殺	95	495549	0.01253907	65.40761190	*
962	筆	95	495644	0.01253907	65.42015097	*
963	藍色	95	495739	0.01253907	65.43269004	*
964	小明	94	495833	0.01240708	65.44509712	
965	車子	94	495927	0.01240708	65.45750420	
966	肚子	94	496021	0.01240708	65.46991128	*
967	妻子	94	496115	0.01240708	65.48231836	*
968	封	94	496209	0.01240708	65.49472544	*
969	迷迷	94	496303	0.01240708	65.50713252	
970	一面	93	496396	0.01227509	65.51940761	*
971	月球	93	496489	0.01227509	65.53168270	*
972	根本	93	496582	0.01227509	65.54395779	*
973	這兒	93	496675	0.01227509	65.55623288	*
974	發	93	496768	0.01227509	65.56850797	*
975	圖形	93	496861	0.01227509	65.58078306	*
976	綠色	93	496954	0.01227509	65.59305815	*
977	寬	93	497047	0.01227509	65.60533324	*
978	壞	93	497140	0.01227509	65.61760833	*
979	不再	92	497232	0.01214310	65.62975143	*
980	外面	92	497324	0.01214310	65.64189453	*
981	床	92	497416	0.01214310	65.65403763	*
982	取	92	497508	0.01214310	65.66618073	*
983	皇帝	92	497600	0.01214310	65.67832383	*
984	計算	92	497692	0.01214310	65.69046693	*
985	唱歌	92	497784	0.01214310	65.70261003	
986	黃	92	497876	0.01214310	65.71475313	*
