字頻序號,字,部首,筆畫,出現頻次,累積頻次,累積百分比
3486,箇,竹,14,4,1003712,99.78684822
3487,綢,糸,14,4,1003716,99.78724589
3488,綵,糸,14,4,1003720,99.78764356
3489,翡,羽,14,4,1003724,99.78804123
3490,蜷,虫,14,4,1003728,99.78843890
3491,骯,骨,14,4,1003732,99.78883657
3492,骰,骨,14,4,1003736,99.78923424
3493,凜,??,15,4,1003740,99.78963192
3494,噓,口,15,4,1003744,99.79002959
3495,嘯,口,15,4,1003748,99.79042726
3496,墟,土,15,4,1003752,99.79082493
3497,瘠,??,15,4,1003756,99.79122260
3498,瘡,??,15,4,1003760,99.79162027
3499,磋,石,15,4,1003764,99.79201794
3500,窯,穴,15,4,1003768,99.79241561
3501,諄,言,15,4,1003772,99.79281329
3502,醃,酉,15,4,1003776,99.79321096
3503,銬,金,14,4,1003780,99.79360863
3504,霆,雨,15,4,1003784,99.79400630
3505,頜,頁,15,4,1003788,99.79440397
3506,麩,麥,15,4,1003792,99.79480164
3507,懊,心,16,4,1003796,99.79519931
3508,擄,手,16,4,1003800,99.79559698
3509,擒,手,16,4,1003804,99.79599466
3510,濁,水,16,4,1003808,99.79639233
3511,熾,火,16,4,1003812,99.79679000
3512,瞠,目,16,4,1003816,99.79718767
3513,瞞,目,16,4,1003820,99.79758534
3514,膳,肉,16,4,1003824,99.79798301
3515,霓,雨,16,4,1003828,99.79838068
3516,頤,頁,16,4,1003832,99.79877835
3517,嬪,女,17,4,1003836,99.79917603
3518,孺,子,17,4,1003840,99.79957370
3519,濘,水,17,4,1003844,99.79997137
3520,瞳,目,17,4,1003848,99.80036904
3521,禧,示,17,4,1003852,99.80076671
3522,臆,肉,17,4,1003856,99.80116438
3523,膿,肉,17,4,1003860,99.80156205
3524,膾,肉,17,4,1003864,99.80195972
3525,蟒,虫,17,4,1003868,99.80235740
3526,謗,言,17,4,1003872,99.80275507
3527,鍥,金,17,4,1003876,99.80315274
3528,朦,月,18,4,1003880,99.80355041
3529,竅,穴,18,4,1003884,99.80394808
3530,蟬,虫,18,4,1003888,99.80434575
3531,蹦,足,18,4,1003892,99.80474342
3532,邇,??,18,4,1003896,99.80514109
3533,顎,頁,18,4,1003900,99.80553876
3534,鯊,魚,18,4,1003904,99.80593644
3535,壟,土,19,4,1003908,99.80633411
3536,攏,手,19,4,1003912,99.80673178
3537,櫝,木,19,4,1003916,99.80712945
3538,譎,言,19,4,1003920,99.80752712
3539,韜,韋,19,4,1003924,99.80792479
3540,糰,米,20,4,1003928,99.80832246
3541,蘑,艸,20,4,1003932,99.80872013
3542,儷,人,21,4,1003936,99.80911781
3543,儸,人,21,4,1003940,99.80951548
3544,巖,山,23,4,1003944,99.80991315
3545,蘸,艸,23,4,1003948,99.81031082
3546,矗,目,24,4,1003952,99.81070849
3547,靄,雨,24,4,1003956,99.81110616
3548,芎,艸,07,4,1003960,99.81150383
3549,芡,艸,08,4,1003964,99.81190150
3550,眈,目,09,4,1003968,99.81229918
3551,淼,水,12,4,1003972,99.81269685
3552,瑋,玉,13,4,1003976,99.81309452
3553,箍,竹,14,4,1003980,99.81349219
3554,靚,青,15,4,1003984,99.81388986
3555,騏,馬,18,4,1003988,99.81428753
3556,覷,見,19,4,1003992,99.81468520
3557,癰,??,23,4,1003996,99.81508287
3558,鑫,金,24,4,1004000,99.81548055
3559,卜,卜,02,3,1004003,99.81577880
3560,么,??,03,3,1004006,99.81607705
3561,丑,一,04,3,1004009,99.81637531
3562,冗,??,04,3,1004012,99.81667356
3563,曰,曰,04,3,1004015,99.81697181
3564,叨,口,05,3,1004018,99.81727007
3565,亙,二,06,3,1004021,99.81756832
3566,伉,人,06,3,1004024,99.81786657
3567,圯,土,06,3,1004027,99.81816483
3568,肋,肉,06,3,1004030,99.81846308
3569,佗,人,07,3,1004033,99.81876133
3570,圻,土,07,3,1004036,99.81905959
3571,孜,子,07,3,1004039,99.81935784
3572,孚,子,07,3,1004042,99.81965609
3573,杆,木,07,3,1004045,99.81995435
3574,汞,水,07,3,1004048,99.82025260
3575,沁,水,07,3,1004051,99.82055085
3576,肛,肉,07,3,1004054,99.82084911
3577,侈,人,08,3,1004057,99.82114736
3578,冽,??,08,3,1004060,99.82144561
3579,呻,口,08,3,1004063,99.82174387
3580,帚,巾,08,3,1004066,99.82204212
3581,帑,巾,08,3,1004069,99.82234037
3582,沱,水,08,3,1004072,99.82263863
3583,沸,水,08,3,1004075,99.82293688
3584,泄,水,08,3,1004078,99.82323514
3585,泗,水,08,3,1004081,99.82353339
3586,肴,肉,08,3,1004084,99.82383164
3587,邵,邑,08,3,1004087,99.82412990
3588,咫,口,09,3,1004090,99.82442815
3589,姪,女,09,3,1004093,99.82472640
3590,徊,彳,09,3,1004096,99.82502466
3591,怠,心,09,3,1004099,99.82532291
3592,拱,手,09,3,1004102,99.82562116
3593,柢,木,09,3,1004105,99.82591942
3594,殃,歹,09,3,1004108,99.82621767
3595,狡,犬,09,3,1004111,99.82651592
3596,盹,目,09,3,1004114,99.82681418
3597,茉,艸,09,3,1004117,99.82711243
3598,亳,??,10,3,1004120,99.82741068
3599,凋,??,10,3,1004123,99.82770894
3600,哼,口,10,3,1004126,99.82800719
3601,恙,心,10,3,1004129,99.82830544
3602,悚,心,10,3,1004132,99.82860370
3603,挨,手,10,3,1004135,99.82890195
3604,晌,日,10,3,1004138,99.82920020
3605,栓,木,10,3,1004141,99.82949846
3606,浙,水,10,3,1004144,99.82979671
3607,狽,犬,10,3,1004147,99.83009496
3608,畝,田,10,3,1004150,99.83039322
3609,祟,示,10,3,1004153,99.83069147
3610,耆,老,10,3,1004156,99.83098972
3611,胭,肉,10,3,1004159,99.83128798
3612,蚪,虫,10,3,1004162,99.83158623
3613,袁,衣,10,3,1004165,99.83188448
3614,訐,言,10,3,1004168,99.83218274
3615,訕,言,10,3,1004171,99.83248099
3616,陡,阜,10,3,1004174,99.83277924
3617,偌,人,11,3,1004177,99.83307750
3618,啃,口,11,3,1004180,99.83337575
3619,婁,女,11,3,1004183,99.83367401
3620,徘,彳,11,3,1004186,99.83397226
3621,惋,心,11,3,1004189,99.83427051
3622,捩,手,11,3,1004192,99.83456877
3623,捺,手,11,3,1004195,99.83486702
3624,晦,日,11,3,1004198,99.83516527
3625,梧,木,11,3,1004201,99.83546353
3626,梔,木,11,3,1004204,99.83576178
3627,淳,水,11,3,1004207,99.83606003
3628,烯,火,11,3,1004210,99.83635829
3629,犁,牛,11,3,1004213,99.83665654
3630,猖,犬,11,3,1004216,99.83695479
3631,眸,目,11,3,1004219,99.83725305
3632,莢,艸,11,3,1004222,99.83755130
3633,荼,艸,11,3,1004225,99.83784955
3634,袒,衣,11,3,1004228,99.83814781
3635,赦,赤,11,3,1004231,99.83844606
3636,酗,酉,11,3,1004234,99.83874431
3637,勛,力,12,3,1004237,99.83904257
3638,堯,土,12,3,1004240,99.83934082
3639,巽,己,12,3,1004243,99.83963907
3640,揹,手,12,3,1004246,99.83993733
3641,晾,日,12,3,1004249,99.84023558
3642,渣,水,12,3,1004252,99.84053383
3643,湘,水,12,3,1004255,99.84083209
3644,琶,玉,12,3,1004258,99.84113034
3645,硯,石,12,3,1004261,99.84142859
3646,粟,米,12,3,1004264,99.84172685
3647,腆,肉,12,3,1004267,99.84202510
3648,腴,肉,12,3,1004270,99.84232335
3649,舜,舛,12,3,1004273,99.84262161
3650,菩,艸,12,3,1004276,99.84291986
3651,貽,貝,12,3,1004279,99.84321811
3652,隋,阜,12,3,1004282,99.84351637
3653,隅,阜,12,3,1004285,99.84381462
3654,飭,食,12,3,1004288,99.84411288
3655,幌,巾,13,3,1004291,99.84441113
3656,搓,手,13,3,1004294,99.84470938
3657,楷,木,13,3,1004297,99.84500764
3658,楔,木,13,3,1004300,99.84530589
3659,楨,木,13,3,1004303,99.84560414
3660,楞,木,13,3,1004306,99.84590240
3661,滂,水,13,3,1004309,99.84620065
3662,煤,火,13,3,1004312,99.84649890
3663,痲,??,13,3,1004315,99.84679716
3664,稔,禾,13,3,1004318,99.84709541
3665,綑,糸,13,3,1004321,99.84739366
3666,葦,艸,13,3,1004324,99.84769192
3667,裘,衣,13,3,1004327,99.84799017
3668,賃,貝,13,3,1004330,99.84828842
3669,靖,青,13,3,1004333,99.84858668
3670,槌,木,14,3,1004336,99.84888493
3671,漳,水,14,3,1004339,99.84918318
3672,煽,火,14,3,1004342,99.84948144
3673,睽,目,14,3,1004345,99.84977969
3674,箔,竹,14,3,1004348,99.85007794
3675,蓉,艸,14,3,1004351,99.85037620
3676,蒞,艸,14,3,1004354,99.85067445
3677,蓊,艸,14,3,1004357,99.85097270
3678,蜴,虫,14,3,1004360,99.85127096
3679,蜘,虫,14,3,1004363,99.85156921
3680,裳,衣,14,3,1004366,99.85186746
3681,戮,戈,15,3,1004369,99.85216572
3682,暮,日,15,3,1004372,99.85246397
3683,熨,火,15,3,1004375,99.85276222
3684,璀,玉,15,3,1004378,99.85306048
3685,瘟,??,15,3,1004381,99.85335873
3686,篆,竹,15,3,1004384,99.85365698
3687,緲,糸,15,3,1004387,99.85395524
3688,蔗,艸,15,3,1004390,99.85425349
3689,蝴,虫,15,3,1004393,99.85455174
3690,蝌,虫,15,3,1004396,99.85485000
3691,諉,言,15,3,1004399,99.85514825
3692,豌,豆,15,3,1004402,99.85544651
3693,踝,足,15,3,1004405,99.85574476
3694,遨,??,15,3,1004408,99.85604301
3695,鋅,金,15,3,1004411,99.85634127
3696,鞍,革,15,3,1004414,99.85663952
3697,魷,魚,15,3,1004417,99.85693777
3698,濂,水,16,3,1004420,99.85723603
3699,燎,火,16,3,1004423,99.85753428
3700,燜,火,16,3,1004426,99.85783253
3701,瞥,目,16,3,1004429,99.85813079
3702,蕨,艸,16,3,1004432,99.85842904
3703,蕪,艸,16,3,1004435,99.85872729
3704,諜,言,16,3,1004438,99.85902555
3705,謁,言,16,3,1004441,99.85932380
3706,踱,足,16,3,1004444,99.85962205
3707,靦,面,16,3,1004447,99.85992031
3708,餡,食,16,3,1004450,99.86021856
3709,駭,馬,16,3,1004453,99.86051681
3710,髻,髟,16,3,1004456,99.86081507
3711,嚀,口,17,3,1004459,99.86111332
3712,穗,禾,17,3,1004462,99.86141157
3713,蟆,虫,17,3,1004465,99.86170983
3714,蹋,足,17,3,1004468,99.86200808
3715,轅,車,17,3,1004471,99.86230633
3716,錨,金,17,3,1004474,99.86260459
3717,鍬,金,17,3,1004477,99.86290284
3718,鍰,金,17,3,1004480,99.86320109
3719,霞,雨,17,3,1004483,99.86349935
3720,鞠,革,17,3,1004486,99.86379760
3721,駿,馬,17,3,1004489,99.86409585
3722,瀋,水,18,3,1004492,99.86439411
3723,繕,糸,18,3,1004495,99.86469236
3724,繚,糸,18,3,1004498,99.86499061
3725,櫚,木,19,3,1004501,99.86528887
3726,簸,竹,19,3,1004504,99.86558712
3727,襖,衣,19,3,1004507,99.86588538
3728,襞,衣,19,3,1004510,99.86618363
3729,蹶,足,19,3,1004513,99.86648188
3730,鏟,金,19,3,1004516,99.86678014
3731,鏃,金,19,3,1004519,99.86707839
3732,攘,手,20,3,1004522,99.86737664
3733,藻,艸,20,3,1004525,99.86767490
3734,贍,貝,20,3,1004528,99.86797315
3735,鏽,金,20,3,1004531,99.86827140
3736,齟,齒,20,3,1004534,99.86856966
3737,懾,心,21,3,1004537,99.86886791
3738,齬,齒,22,3,1004540,99.86916616
3739,鷺,鳥,24,3,1004543,99.86946442
3740,籬,竹,25,3,1004546,99.86976267
3741,髖,骨,25,3,1004549,99.87006092
3742,鬣,髟,25,3,1004552,99.87035918
3743,(庄),??,06,3,1004555,99.87065743
3744,枷,木,09,3,1004558,99.87095568
3745,炷,火,09,3,1004561,99.87125394
3746,捅,手,10,3,1004564,99.87155219
3747,涂,水,10,3,1004567,99.87185044
3748,笈,竹,10,3,1004570,99.87214870
3749,淖,水,11,3,1004573,99.87244695
3750,棪,木,12,3,1004576,99.87274520
3751,羡,羊,12,3,1004579,99.87304346
3752,搐,手,13,3,1004582,99.87334171
3753,煒,火,13,3,1004585,99.87363996
3754,榖,木,13,3,1004588,99.87393822
3755,蒟,艸,14,3,1004591,99.87423647
3756,蒻,艸,14,3,1004594,99.87453472
3757,噌,口,15,3,1004597,99.87483298
3758,槤,木,15,3,1004600,99.87513123
3759,憨,心,16,3,1004603,99.87542948
3760,鯤,魚,19,3,1004606,99.87572774
3761,饌,食,20,3,1004609,99.87602599
3762,鷲,鳥,23,3,1004612,99.87632425
3763,(?y),艸,15,3,1004615,99.87662250
3764,(??),金,12,3,1004618,99.87692075
3765,(??),火,13,2,1004620,99.87711959
3766,(??),玉,14,2,1004622,99.87731842
3767,(??),邑,07,2,1004624,99.87751726
3768,?F,口,10,2,1004626,99.87771609
3769,勺,??,03,2,1004628,99.87791493
3770,孑,子,03,2,1004630,99.87811377
3771,巳,己,03,2,1004632,99.87831260
3772,丐,一,04,2,1004634,99.87851144
3773,亢,??,04,2,1004636,99.87871027
3774,叱,口,05,2,1004638,99.87890911
3775,扔,手,05,2,1004640,99.87910794
3776,吏,口,06,2,1004642,99.87930678
3777,吒,口,06,2,1004644,99.87950562
3778,妃,女,06,2,1004646,99.87970445
3779,忖,心,06,2,1004648,99.87990329
3780,汝,水,06,2,1004650,99.88010212
3781,汕,水,06,2,1004652,99.88030096
3782,刨,刀,07,2,1004654,99.88049979
3783,吩,口,07,2,1004656,99.88069863
3784,吮,口,07,2,1004658,99.88089746
3785,吱,口,07,2,1004660,99.88109630
3786,囤,囗,07,2,1004662,99.88129514
3787,坍,土,07,2,1004664,99.88149397
3788,岌,山,07,2,1004666,99.88169281
3789,汨,水,07,2,1004668,99.88189164
3790,玖,玉,07,2,1004670,99.88209048
3791,迂,??,07,2,1004672,99.88228931
3792,釆,釆,07,2,1004674,99.88248815
3793,佾,人,08,2,1004676,99.88268699
3794,剁,刀,08,2,1004678,99.88288582
3795,卹,??,08,2,1004680,99.88308466
3796,咄,口,08,2,1004682,99.88328349
3797,咆,口,08,2,1004684,99.88348233
3798,坩,土,08,2,1004686,99.88368116
3799,妯,女,08,2,1004688,99.88388000
3800,帛,巾,08,2,1004690,99.88407883
3801,弩,弓,08,2,1004692,99.88427767
3802,怏,心,08,2,1004694,99.88447651
3803,拄,手,08,2,1004696,99.88467534
3804,抿,手,08,2,1004698,99.88487418
3805,拈,手,08,2,1004700,99.88507301
3806,拇,手,08,2,1004702,99.88527185
3807,炊,火,08,2,1004704,99.88547068
3808,狙,犬,08,2,1004706,99.88566952
3809,疚,??,08,2,1004708,99.88586835
3810,盂,皿,08,2,1004710,99.88606719
3811,罔,网,08,2,1004712,99.88626603
3812,俘,人,09,2,1004714,99.88646486
3813,剃,刀,09,2,1004716,99.88666370
3814,咦,口,09,2,1004718,99.88686253
3815,咧,口,09,2,1004720,99.88706137
3816,柩,木,09,2,1004722,99.88726020
3817,柑,木,09,2,1004724,99.88745904
3818,殆,歹,09,2,1004726,99.88765788
3819,毗,田,09,2,1004728,99.88785671
3820,泵,水,09,2,1004730,99.88805555
3821,甭,用,09,2,1004732,99.88825438
3822,矜,矛,09,2,1004734,99.88845322
3823,砌,石,09,2,1004736,99.88865205
3824,胝,肉,09,2,1004738,99.88885089
3825,苟,艸,09,2,1004740,99.88904972
3826,趴,足,09,2,1004742,99.88924856
3827,俸,人,10,2,1004744,99.88944740
3828,哮,口,10,2,1004746,99.88964623
3829,唏,口,10,2,1004748,99.88984507
3830,埂,土,10,2,1004750,99.89004390
3831,娥,女,10,2,1004752,99.89024274
3832,娌,女,10,2,1004754,99.89044157
3833,娉,女,10,2,1004756,99.89064041
3834,捎,手,10,2,1004758,99.89083925
3835,晒,日,10,2,1004760,99.89103808
3836,桓,木,10,2,1004762,99.89123692
3837,桀,木,10,2,1004764,99.89143575
3838,氨,气,10,2,1004766,99.89163459
3839,浚,水,10,2,1004768,99.89183342
3840,浹,水,10,2,1004770,99.89203226
3841,涅,水,10,2,1004772,99.89223109
3842,烊,火,10,2,1004774,99.89242993
3843,爹,父,10,2,1004776,99.89262877
3844,狸,犬,10,2,1004778,99.89282760
3845,砰,石,10,2,1004780,99.89302644
3846,祗,示,10,2,1004782,99.89322527
3847,窈,穴,10,2,1004784,99.89342411
3848,胼,肉,10,2,1004786,99.89362294
3849,芻,艸,10,2,1004788,99.89382178
3850,蚤,虫,10,2,1004790,99.89402062
3851,冕,??,11,2,1004792,99.89421945
3852,啄,口,11,2,1004794,99.89441829
3853,唬,口,11,2,1004796,99.89461712
3854,埤,土,11,2,1004798,99.89481596
3855,娼,女,11,2,1004800,99.89501479
3856,崧,山,11,2,1004802,99.89521363
3857,庵,??,11,2,1004804,99.89541246
3858,悽,心,11,2,1004806,99.89561130
3859,惘,心,11,2,1004808,99.89581014
3860,悸,心,11,2,1004810,99.89600897
3861,戛,戈,11,2,1004812,99.89620781
3862,梗,木,11,2,1004814,99.89640664
3863,淤,水,11,2,1004816,99.89660548
3864,淬,水,11,2,1004818,99.89680431
3865,淦,水,11,2,1004820,99.89700315
3866,窕,穴,11,2,1004822,99.89720199
3867,紳,糸,11,2,1004824,99.89740082
3868,脯,肉,11,2,1004826,99.89759966
3869,舷,舟,11,2,1004828,99.89779849
3870,荸,艸,11,2,1004830,99.89799733
3871,莠,艸,11,2,1004832,99.89819616
3872,豉,豆,11,2,1004834,99.89839500
3873,傀,人,12,2,1004836,99.89859383
3874,啼,口,12,2,1004838,99.89879267
3875,喂,口,12,2,1004840,99.89899151
3876,喃,口,12,2,1004842,99.89919034
3877,喳,口,12,2,1004844,99.89938918
3878,幀,巾,12,2,1004846,99.89958801
3879,廄,??,12,2,1004848,99.89978685
3880,愣,心,12,2,1004850,99.89998568
3881,惰,心,12,2,1004852,99.90018452
3882,惻,心,12,2,1004854,99.90038336
3883,扉,戶,12,2,1004856,99.90058219
3884,揪,手,12,2,1004858,99.90078103
3885,棗,木,12,2,1004860,99.90097986
3886,湃,水,12,2,1004862,99.90117870
3887,湄,水,12,2,1004864,99.90137753
3888,痢,??,12,2,1004866,99.90157637
3889,竣,立,12,2,1004868,99.90177520
3890,絢,糸,12,2,1004870,99.90197404
3891,聒,耳,12,2,1004872,99.90217288
3892,腋,肉,12,2,1004874,99.90237171
3893,腓,肉,12,2,1004876,99.90257055
3894,貂,豸,12,2,1004878,99.90276938
3895,賁,貝,12,2,1004880,99.90296822
3896,酣,酉,12,2,1004882,99.90316705
3897,陲,阜,12,2,1004884,99.90336589
3898,傭,人,13,2,1004886,99.90356472
3899,剿,刀,13,2,1004888,99.90376356
3900,剷,刀,13,2,1004890,99.90396240
3901,嗦,口,13,2,1004892,99.90416123
3902,慄,心,13,2,1004894,99.90436007
3903,搽,手,13,2,1004896,99.90455890
3904,搔,手,13,2,1004898,99.90475774
3905,猿,犬,13,2,1004900,99.90495657
3906,睥,目,13,2,1004902,99.90515541
3907,睨,目,13,2,1004904,99.90535425
3908,硼,石,13,2,1004906,99.90555308
3909,筷,竹,13,2,1004908,99.90575192
3910,筠,竹,13,2,1004910,99.90595075
3911,筧,竹,13,2,1004912,99.90614959
3912,粱,米,13,2,1004914,99.90634842
3913,舅,臼,13,2,1004916,99.90654726
3914,蜓,虫,13,2,1004918,99.90674609
3915,裊,衣,13,2,1004920,99.90694493
3916,詫,言,13,2,1004922,99.90714377
3917,豢,豕,13,2,1004924,99.90734260
3918,貲,貝,13,2,1004926,99.90754144
3919,遁,??,13,2,1004928,99.90774027
3920,鄒,邑,13,2,1004930,99.90793911
3921,鈷,金,13,2,1004932,99.90813794
3922,鉗,金,13,2,1004934,99.90833678
3923,雉,隹,13,2,1004936,99.90853562
3924,飴,食,13,2,1004938,99.90873445
3925,鳩,鳥,13,2,1004940,99.90893329
3926,嘟,口,14,2,1004942,99.90913212
3927,嘈,口,14,2,1004944,99.90933096
3928,嫦,女,14,2,1004946,99.90952979
3929,榨,木,14,2,1004948,99.90972863
3930,榭,木,14,2,1004950,99.90992746
3931,漾,水,14,2,1004952,99.91012630
3932,犒,牛,14,2,1004954,99.91032514
3933,瑤,玉,14,2,1004956,99.91052397
3934,禎,示,14,2,1004958,99.91072281
3935,箋,竹,14,2,1004960,99.91092164
3936,綺,糸,14,2,1004962,99.91112048
3937,綸,糸,14,2,1004964,99.91131931
3938,蒿,艸,14,2,1004966,99.91151815
3939,蓆,艸,14,2,1004968,99.91171699
3940,蜻,虫,14,2,1004970,99.91191582
3941,蜢,虫,14,2,1004972,99.91211466
3942,褚,衣,14,2,1004974,99.91231349
3943,誨,言,14,2,1004976,99.91251233
3944,賒,貝,14,2,1004978,99.91271116
3945,銖,金,14,2,1004980,99.91291000
3946,銓,金,14,2,1004982,99.91310883
3947,閨,門,14,2,1004984,99.91330767
3948,嘿,口,15,2,1004986,99.91350651
3949,嘩,口,15,2,1004988,99.91370534
3950,墩,土,15,2,1004990,99.91390418
3951,嫻,女,15,2,1004992,99.91410301
3952,嫵,女,15,2,1004994,99.91430185
3953,憎,心,15,2,1004996,99.91450068
3954,撓,手,15,2,1004998,99.91469952
3955,潟,水,15,2,1005000,99.91489836
3956,獗,犬,15,2,1005002,99.91509719
3957,瞋,目,15,2,1005004,99.91529603
3958,磊,石,15,2,1005006,99.91549486
3959,箴,竹,15,2,1005008,99.91569370
3960,螂,虫,15,2,1005010,99.91589253
3961,蝸,虫,15,2,1005012,99.91609137
3962,蝨,虫,15,2,1005014,99.91629020
3963,褒,衣,15,2,1005016,99.91648904
3964,賬,貝,15,2,1005018,99.91668788
3965,踫,足,15,2,1005020,99.91688671
3966,踞,足,15,2,1005022,99.91708555
3967,輦,車,15,2,1005024,99.91728438
3968,鋰,金,15,2,1005026,99.91748322
3969,駒,馬,15,2,1005028,99.91768205
3970,骷,骨,15,2,1005030,99.91788089
3971,儕,人,16,2,1005032,99.91807973
3972,噬,口,16,2,1005034,99.91827856
3973,壅,土,16,2,1005036,99.91847740
3974,寰,??,16,2,1005038,99.91867623
3975,撻,手,16,2,1005040,99.91887507
3976,曇,日,16,2,1005042,99.91907390
3977,暸,日,16,2,1005044,99.91927274
3978,橢,木,16,2,1005046,99.91947157
3979,澹,水,16,2,1005048,99.91967041
3980,縈,糸,16,2,1005050,99.91986925
3981,縝,糸,16,2,1005052,99.92006808
3982,螞,虫,16,2,1005054,99.92026692
3983,諦,言,16,2,1005056,99.92046575
3984,諶,言,16,2,1005058,99.92066459
3985,踵,足,16,2,1005060,99.92086342
3986,遴,??,16,2,1005062,99.92106226
3987,錐,金,16,2,1005064,99.92126110
3988,錡,金,16,2,1005066,99.92145993
3989,黔,黑,16,2,1005068,99.92165877
3990,儡,人,17,2,1005070,99.92185760
3991,嚎,口,17,2,1005072,99.92205644
3992,壕,土,17,2,1005074,99.92225527
3993,擘,手,17,2,1005076,99.92245411
3994,擰,手,17,2,1005078,99.92265294
3995,曖,日,17,2,1005080,99.92285178
3996,氈,毛,17,2,1005082,99.92305062
3997,糞,米,17,2,1005084,99.92324945
3998,膺,肉,17,2,1005086,99.92344829
3999,薔,艸,17,2,1005088,99.92364712
4000,蟑,虫,17,2,1005090,99.92384596
4001,褻,衣,17,2,1005092,99.92404479
4002,謐,言,17,2,1005094,99.92424363
4003,鎂,金,17,2,1005096,99.92444246
4004,闌,門,17,2,1005098,99.92464130
4005,鴿,鳥,17,2,1005100,99.92484014
4006,齋,齊,17,2,1005102,99.92503897
4007,攆,手,18,2,1005104,99.92523781
4008,濺,水,18,2,1005106,99.92543664
4009,燻,火,18,2,1005108,99.92563548
4010,甕,瓦,18,2,1005110,99.92583431
4011,瞿,目,18,2,1005112,99.92603315
4012,穢,禾,18,2,1005114,99.92623199
4013,邃,??,18,2,1005116,99.92643082
4014,颺,風,18,2,1005118,99.92662966
4015,餿,食,18,2,1005120,99.92682849
4016,餽,食,18,2,1005122,99.92702733
4017,馥,香,18,2,1005124,99.92722616
4018,鯉,魚,18,2,1005126,99.92742500
4019,瀚,水,19,2,1005128,99.92762383
4020,瓣,瓜,19,2,1005130,99.92782267
4021,癟,??,19,2,1005132,99.92802151
4022,羹,羊,19,2,1005134,99.92822034
4023,蹼,足,19,2,1005136,99.92841918
4024,蹺,足,19,2,1005138,99.92861801
4025,蹴,足,19,2,1005140,99.92881685
4026,醮,酉,19,2,1005142,99.92901568
4027,鏘,金,19,2,1005144,99.92921452
4028,颼,風,19,2,1005146,99.92941336
4029,饅,食,19,2,1005148,99.92961219
4030,騖,馬,19,2,1005150,99.92981103
4031,鵲,鳥,19,2,1005152,99.93000986
4032,麓,鹿,19,2,1005154,99.93020870
4033,嚷,口,20,2,1005156,99.93040753
4034,孃,女,20,2,1005158,99.93060637
4035,礪,石,20,2,1005160,99.93080520
4036,竇,穴,20,2,1005162,99.93100404
4037,纂,糸,20,2,1005164,99.93120288
4038,蠔,虫,20,2,1005166,99.93140171
4039,蠕,虫,20,2,1005168,99.93160055
4040,蠡,虫,21,2,1005170,99.93179938
4041,髏,骨,21,2,1005172,99.93199822
4042,聾,耳,22,2,1005174,99.93219705
4043,鑒,金,22,2,1005176,99.93239589
4044,韁,革,22,2,1005178,99.93259473
4045,蠱,虫,23,2,1005180,99.93279356
4046,鬢,髟,24,2,1005182,99.93299240
4047,魘,鬼,24,2,1005184,99.93319123
4048,驪,馬,29,2,1005186,99.93339007
4049,忑,心,07,2,1005188,99.93358890
4050,忐,心,07,2,1005190,99.93378774
4051,忡,心,07,2,1005192,99.93398657
4052,扺,手,07,2,1005194,99.93418541
4053,邠,邑,07,2,1005196,99.93438425
4054,呤,口,08,2,1005198,99.93458308
4055,孢,子,08,2,1005200,99.93478192
4056,怦,心,08,2,1005202,99.93498075
4057,泙,水,08,2,1005204,99.93517959
4058,邰,邑,08,2,1005206,99.93537842
4059,埕,土,10,2,1005208,99.93557726
4060,悃,心,10,2,1005210,99.93577610
4061,珩,玉,10,2,1005212,99.93597493
4062,茼,艸,10,2,1005214,99.93617377
4063,啶,口,11,2,1005216,99.93637260
4064,堇,土,11,2,1005218,99.93657144
4065,婕,女,11,2,1005220,99.93677027
4066,据,手,11,2,1005222,99.93696911
4067,掟,手,11,2,1005224,99.93716794
4068,焗,火,11,2,1005226,99.93736678
4069,紺,糸,11,2,1005228,99.93756562
4070,袪,衣,11,2,1005230,99.93776445
4071,湳,水,12,2,1005232,99.93796329
4072,焢,火,12,2,1005234,99.93816212
4073,絜,糸,12,2,1005236,99.93836096
4074,鈦,金,12,2,1005238,99.93855979
4075,搢,手,13,2,1005240,99.93875863
4076,棰,木,13,2,1005242,99.93895747
4077,殛,歹,13,2,1005244,99.93915630
4078,煚,火,13,2,1005246,99.93935514
4079,翛,羽,13,2,1005248,99.93955397
4080,萩,艸,13,2,1005250,99.93975281
4081,豊,豆,13,2,1005252,99.93995164
4082,酮,酉,13,2,1005254,99.94015048
4083,靳,革,13,2,1005256,99.94034931
4084,嘧,口,14,2,1005258,99.94054815
4085,嘌,口,14,2,1005260,99.94074699
4086,墉,土,14,2,1005262,99.94094582
4087,暟,日,14,2,1005264,99.94114466
4088,粼,米,14,2,1005266,99.94134349
4089,綹,糸,14,2,1005268,99.94154233
4090,裱,衣,14,2,1005270,99.94174116
4091,噁,口,15,2,1005272,99.94194000
4092,撣,手,15,2,1005274,99.94213883
4093,璉,玉,15,2,1005276,99.94233767
4094,圜,囗,16,2,1005278,99.94253651
4095,璠,玉,16,2,1005280,99.94273534
4096,糗,米,16,2,1005282,99.94293418
4097,醐,酉,16,2,1005284,99.94313301
4098,醍,酉,16,2,1005286,99.94333185
4099,鍺,金,16,2,1005288,99.94353068
4100,錸,金,16,2,1005290,99.94372952
4101,癇,??,17,2,1005292,99.94392836
4102,褵,衣,17,2,1005294,99.94412719
4103,瀦,水,18,2,1005296,99.94432603
4104,謾,言,18,2,1005298,99.94452486
