單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
確	469		15	299	0.04545%	488481	74.26%	163	50.94%
亦	470		6	298	0.0453%	488779	74.30%	124	38.75%
推	471		11	298	0.0453%	489077	74.35%	145	45.31%
半	472		5	296	0.045%	489373	74.39%	155	48.44%
研	473		9	296	0.045%	489669	74.44%	99	30.94%
續	474		21	296	0.045%	489965	74.48%	134	41.88%
香	475		9	295	0.04485%	490260	74.53%	104	32.50%
越	476		12	294	0.04469%	490554	74.57%	125	39.06%
達	477		12	292	0.04439%	490846	74.62%	149	46.56%
雙	478		18	292	0.04439%	491138	74.66%	115	35.94%
響	479		21	292	0.04439%	491430	74.71%	157	49.06%
足	480		7	291	0.04424%	491721	74.75%	164	51.25%
依	481		8	290	0.04409%	492011	74.79%	153	47.81%
朋	482		8	290	0.04409%	492301	74.84%	104	32.50%
懷	483		19	289	0.04393%	492590	74.88%	145	45.31%
角	484		7	289	0.04393%	492879	74.93%	142	44.38%
歡	485		22	287	0.04363%	493166	74.97%	132	41.25%
紀	486		9	286	0.04348%	493452	75.01%	129	40.31%
圖	487		14	285	0.04333%	493737	75.06%	113	35.31%
致	488		9	285	0.04333%	494022	75.10%	148	46.25%
隨	489		15	285	0.04333%	494307	75.14%	169	52.81%
消	490		10	284	0.04317%	494591	75.19%	146	45.63%
鄉	491		11	284	0.04317%	494875	75.23%	91	28.44%
終	492		11	283	0.04302%	495158	75.27%	160	50.00%
竟	493		11	282	0.04287%	495440	75.32%	150	46.88%
據	494		16	281	0.04272%	495721	75.36%	135	42.19%
永	495		5	281	0.04272%	496002	75.40%	121	37.81%
節	496		13	281	0.04272%	496283	75.44%	115	35.94%
校	497		10	280	0.04257%	496563	75.49%	83	25.94%
標	498		15	279	0.04241%	496842	75.53%	128	40.00%
亞	499		8	276	0.04196%	497118	75.57%	88	27.50%
刻	500		8	276	0.04196%	497394	75.61%	140	43.75%
構	501		14	276	0.04196%	497670	75.66%	108	33.75%
火	502		4	276	0.04196%	497946	75.70%	116	36.25%
勢	503		13	275	0.04181%	498221	75.74%	135	42.19%
包	504		5	274	0.04165%	498495	75.78%	144	45.00%
待	505		9	274	0.04165%	498769	75.82%	152	47.50%
怎	506		9	274	0.04165%	499043	75.86%	138	43.13%
服	507		8	274	0.04165%	499317	75.91%	125	39.06%
痛	508		12	274	0.04165%	499591	75.95%	112	35.00%
系	509		7	274	0.04165%	499865	75.99%	94	29.38%
素	510		10	274	0.04165%	500139	76.03%	113	35.31%
商	511		11	271	0.0412%	500410	76.07%	113	35.31%
層	512		15	271	0.0412%	500681	76.11%	125	39.06%
環	513		17	271	0.0412%	500952	76.15%	130	40.63%
韓	514		17	271	0.0412%	501223	76.20%	30	9.38%
衛	515		15	268	0.04074%	501491	76.24%	60	18.75%
歌	516		14	266	0.04044%	501757	76.28%	84	26.25%
青	517		8	266	0.04044%	502023	76.32%	124	38.75%
士	518		3	264	0.04013%	502287	76.36%	126	39.38%
低	519		7	263	0.03998%	502550	76.40%	120	37.50%
傷	520		13	263	0.03998%	502813	76.44%	122	38.13%
免	521		7	263	0.03998%	503076	76.48%	138	43.13%
稱	522		14	263	0.03998%	503339	76.52%	113	35.31%
充	523		5	262	0.03983%	503601	76.56%	136	42.50%
集	524		12	262	0.03983%	503863	76.60%	121	37.81%
項	525		12	261	0.03968%	504124	76.64%	94	29.38%
領	526		14	260	0.03952%	504384	76.68%	136	42.50%
嗎	527		13	259	0.03937%	504643	76.72%	125	39.06%
德	528		15	259	0.03937%	504902	76.75%	103	32.19%
例	529		8	258	0.03922%	505160	76.79%	121	37.81%
約	530		9	258	0.03922%	505418	76.83%	133	41.56%
聞	531		14	258	0.03922%	505676	76.87%	97	30.31%
群	532		13	257	0.03907%	505933	76.91%	116	36.25%
辦	533		16	257	0.03907%	506190	76.95%	116	36.25%
食	534		9	257	0.03907%	506447	76.99%	76	23.75%
嚴	535		20	256	0.03892%	506703	77.03%	134	41.88%
驗	536		23	256	0.03892%	506959	77.07%	118	36.88%
收	537		6	255	0.03876%	507214	77.11%	137	42.81%
族	538		11	255	0.03876%	507469	77.14%	90	28.13%
漸	539		14	255	0.03876%	507724	77.18%	125	39.06%
參	540		11	254	0.03861%	507978	77.22%	130	40.63%
策	541		12	254	0.03861%	508232	77.26%	78	24.38%
陸	542		10	254	0.03861%	508486	77.30%	92	28.75%
木	543		4	253	0.03846%	508739	77.34%	97	30.31%
細	544		11	253	0.03846%	508992	77.38%	126	39.38%
規	545		11	253	0.03846%	509245	77.41%	111	34.69%
底	546		8	252	0.03831%	509497	77.45%	148	46.25%
雨	547		8	252	0.03831%	509749	77.49%	86	26.88%
園	548		13	251	0.03816%	510000	77.53%	94	29.38%
試	549		13	251	0.03816%	510251	77.57%	99	30.94%
房	550		8	250	0.038%	510501	77.61%	100	31.25%
草	551		10	250	0.038%	510751	77.64%	102	31.88%
古	552		5	249	0.03785%	511000	77.68%	112	35.00%
增	553		15	249	0.03785%	511249	77.72%	108	33.75%
黃	554		12	248	0.0377%	511497	77.76%	120	37.50%
密	555		11	247	0.03755%	511744	77.79%	112	35.00%
找	556		7	247	0.03755%	511991	77.83%	131	40.94%
景	557		12	247	0.03755%	512238	77.87%	133	41.56%
創	558		12	246	0.0374%	512484	77.91%	112	35.00%
藥	559		19	246	0.0374%	512730	77.94%	53	16.56%
證	560		19	246	0.0374%	512976	77.98%	112	35.00%
黑	561		12	245	0.03724%	513221	78.02%	119	37.19%
僅	562		13	244	0.03709%	513465	78.06%	118	36.88%
興	563		16	243	0.03694%	513708	78.09%	135	42.19%
功	564		5	242	0.03679%	513950	78.13%	118	36.88%
晚	565		11	242	0.03679%	514192	78.17%	122	38.13%
福	566		13	241	0.03664%	514433	78.20%	104	32.50%
陽	567		11	241	0.03664%	514674	78.24%	105	32.81%
久	568		3	240	0.03648%	514914	78.28%	145	45.31%
劇	569		15	240	0.03648%	515154	78.31%	82	25.63%
倒	570		10	238	0.03618%	515392	78.35%	135	42.19%
斯	571		12	238	0.03618%	515630	78.39%	105	32.81%
悲	572		12	237	0.03603%	515867	78.42%	103	32.19%
況	573		8	237	0.03603%	516104	78.46%	136	42.50%
照	574		13	237	0.03603%	516341	78.49%	127	39.69%
突	575		9	237	0.03603%	516578	78.53%	131	40.94%
坐	576		7	236	0.03588%	516814	78.57%	111	34.69%
追	577		9	236	0.03588%	517050	78.60%	128	40.00%
息	578		10	235	0.03572%	517285	78.64%	124	38.75%
善	579		12	234	0.03557%	517519	78.67%	117	36.56%
科	580		9	234	0.03557%	517753	78.71%	91	28.44%
居	581		8	233	0.03542%	517986	78.74%	117	36.56%
費	582		12	232	0.03527%	518218	78.78%	104	32.50%
元	583		4	231	0.03512%	518449	78.81%	90	28.13%
盡	584		14	231	0.03512%	518680	78.85%	139	43.44%
庭	585		10	229	0.03481%	518909	78.88%	81	25.31%
叫	586		5	227	0.03451%	519136	78.92%	103	32.19%
春	587		9	227	0.03451%	519363	78.95%	98	30.63%
拉	588		8	226	0.03436%	519589	78.99%	106	33.13%
筆	589		12	226	0.03436%	519815	79.02%	104	32.50%
破	590		10	225	0.0342%	520040	79.06%	127	39.69%
級	591		10	224	0.03405%	520264	79.09%	90	28.13%
排	592		11	223	0.0339%	520487	79.12%	125	39.06%
案	593		10	223	0.0339%	520710	79.16%	100	31.25%
注	594		8	223	0.0339%	520933	79.19%	131	40.94%
亮	595		9	222	0.03375%	521155	79.23%	100	31.25%
樓	596		15	222	0.03375%	521377	79.26%	85	26.56%
繼	597		20	222	0.03375%	521599	79.29%	97	30.31%
效	598		10	221	0.0336%	521820	79.33%	95	29.69%
習	599		11	221	0.0336%	522041	79.36%	119	37.19%
專	600		11	220	0.03344%	522261	79.39%	114	35.63%
維	601		14	220	0.03344%	522481	79.43%	100	31.25%
限	602		8	220	0.03344%	522701	79.46%	119	37.19%
責	603		11	219	0.03329%	522920	79.49%	108	33.75%
夠	604		11	218	0.03314%	523138	79.53%	124	38.75%
官	605		8	218	0.03314%	523356	79.56%	84	26.25%
富	606		12	218	0.03314%	523574	79.59%	95	29.69%
準	607		13	218	0.03314%	523792	79.63%	126	39.38%
演	608		14	218	0.03314%	524010	79.66%	115	35.94%
初	609		7	217	0.03299%	524227	79.69%	122	38.13%
港	610		12	217	0.03299%	524444	79.73%	60	18.75%
組	611		11	217	0.03299%	524661	79.76%	94	29.38%
屬	612		21	216	0.03284%	524877	79.79%	127	39.69%
施	613		9	216	0.03284%	525093	79.82%	89	27.81%
王	614		4	216	0.03284%	525309	79.86%	76	23.75%
執	615		11	215	0.03268%	525524	79.89%	96	30.00%
室	616		9	215	0.03268%	525739	79.92%	90	28.13%
康	617		11	215	0.03268%	525954	79.95%	69	21.56%
復	618		12	215	0.03268%	526169	79.99%	117	36.56%
留	619		10	211	0.03208%	526380	80.02%	129	40.31%
簡	620		18	211	0.03208%	526591	80.05%	109	34.06%
陳	621		10	211	0.03208%	526802	80.08%	67	20.94%
客	622		9	210	0.03192%	527012	80.12%	120	37.50%
班	623		10	209	0.03177%	527221	80.15%	86	26.88%
益	624		10	209	0.03177%	527430	80.18%	90	28.13%
街	625		12	209	0.03177%	527639	80.21%	85	26.56%
異	626		11	208	0.03162%	527847	80.24%	129	40.31%
假	627		11	207	0.03147%	528054	80.27%	100	31.25%
怕	628		8	207	0.03147%	528261	80.31%	120	37.50%
查	629		9	207	0.03147%	528468	80.34%	80	25.00%
媽	630		13	206	0.03132%	528674	80.37%	44	13.75%
協	631		8	205	0.03116%	528879	80.40%	79	24.69%
野	632		11	205	0.03116%	529084	80.43%	99	30.94%
靈	633		24	205	0.03116%	529289	80.46%	112	35.00%
投	634		7	204	0.03101%	529493	80.49%	101	31.56%
承	635		8	204	0.03101%	529697	80.52%	92	28.75%
球	636		11	204	0.03101%	529901	80.55%	79	24.69%
職	637		18	204	0.03101%	530105	80.59%	79	24.69%
舊	638		18	204	0.03101%	530309	80.62%	99	30.94%
跟	639		13	204	0.03101%	530513	80.65%	105	32.81%
微	640		13	203	0.03086%	530716	80.68%	106	33.13%
藝	641		19	203	0.03086%	530919	80.71%	77	24.06%
阿	642		7	203	0.03086%	531122	80.74%	57	17.81%
司	643		5	202	0.03071%	531324	80.77%	88	27.50%
幸	644		8	202	0.03071%	531526	80.80%	98	30.63%
爾	645		14	202	0.03071%	531728	80.83%	91	28.44%
份	646		6	201	0.03056%	531929	80.86%	95	29.69%
楊	647		13	201	0.03056%	532130	80.89%	31	9.69%
石	648		5	201	0.03056%	532331	80.92%	82	25.63%
背	649		9	201	0.03056%	532532	80.95%	123	38.44%
送	650		9	201	0.03056%	532733	80.99%	96	30.00%
飛	651		9	201	0.03056%	532934	81.02%	101	31.56%
麗	652		19	201	0.03056%	533135	81.05%	102	31.88%
率	653		11	200	0.0304%	533335	81.08%	89	27.81%
緊	654		14	200	0.0304%	533535	81.11%	103	32.19%
李	655		7	199	0.03025%	533734	81.14%	69	21.56%
站	656		10	199	0.03025%	533933	81.17%	105	32.81%
吧	657		7	198	0.0301%	534131	81.20%	108	33.75%
零	658		13	197	0.02995%	534328	81.23%	73	22.81%
備	659		12	196	0.0298%	534524	81.26%	124	38.75%
播	660		15	196	0.0298%	534720	81.29%	56	17.50%
革	661		9	196	0.0298%	534916	81.32%	71	22.19%
句	662		5	195	0.02964%	535111	81.35%	111	34.69%
綠	663		14	195	0.02964%	535306	81.38%	74	23.13%
請	664		15	195	0.02964%	535501	81.41%	105	32.81%
適	665		14	195	0.02964%	535696	81.44%	113	35.31%
支	666		4	194	0.02949%	535890	81.47%	107	33.44%
講	667		17	194	0.02949%	536084	81.49%	97	30.31%
尤	668		4	193	0.02934%	536277	81.52%	119	37.19%
抗	669		7	193	0.02934%	536470	81.55%	80	25.00%
超	670		12	193	0.02934%	536663	81.58%	102	31.88%
啊	671		11	191	0.02904%	536854	81.61%	85	26.56%
城	672		9	191	0.02904%	537045	81.64%	87	27.19%
預	673		13	191	0.02904%	537236	81.67%	90	28.13%
供	674		8	190	0.02888%	537426	81.70%	98	30.63%
奇	675		8	190	0.02888%	537616	81.73%	103	32.19%
獲	676		17	190	0.02888%	537806	81.76%	101	31.56%
負	677		9	190	0.02888%	537996	81.79%	101	31.56%
浪	678		10	189	0.02873%	538185	81.81%	92	28.75%
曲	679		6	188	0.02858%	538373	81.84%	77	24.06%
穿	680		9	188	0.02858%	538561	81.87%	109	34.06%
篇	681		15	188	0.02858%	538749	81.90%	74	23.13%
雲	682		12	188	0.02858%	538937	81.93%	82	25.63%
助	683		7	187	0.02843%	539124	81.96%	103	32.19%
派	684		9	186	0.02828%	539310	81.99%	71	22.19%
省	685		9	186	0.02828%	539496	82.01%	89	27.81%
階	686		11	186	0.02828%	539682	82.04%	86	26.88%
隻	687		10	186	0.02828%	539868	82.07%	74	23.13%
團	688		14	185	0.02812%	540053	82.10%	86	26.88%
害	689		10	185	0.02812%	540238	82.13%	102	31.88%
算	690		14	185	0.02812%	540423	82.15%	111	34.69%
克	691		7	184	0.02797%	540607	82.18%	80	25.00%
河	692		8	184	0.02797%	540791	82.21%	75	23.44%
溫	693		13	183	0.02782%	540974	82.24%	111	34.69%
謂	694		16	183	0.02782%	541157	82.27%	100	31.25%
討	695		10	182	0.02767%	541339	82.29%	110	34.38%
驚	696		23	182	0.02767%	541521	82.32%	90	28.13%
冷	697		7	181	0.02752%	541702	82.35%	101	31.56%
良	698		7	181	0.02752%	541883	82.38%	104	32.50%
財	699		10	181	0.02752%	542064	82.40%	62	19.38%
借	700		10	180	0.02736%	542244	82.43%	45	14.06%
尋	701		12	180	0.02736%	542424	82.46%	101	31.56%
急	702		9	180	0.02736%	542604	82.49%	87	27.19%
答	703		12	180	0.02736%	542784	82.51%	95	29.69%
評	704		12	180	0.02736%	542964	82.54%	90	28.13%
顧	705		21	180	0.02736%	543144	82.57%	116	36.25%
龍	706		16	180	0.02736%	543324	82.60%	57	17.81%
止	707		4	179	0.02721%	543503	82.62%	109	34.06%
配	708		10	179	0.02721%	543682	82.65%	88	27.50%
忘	709		7	178	0.02706%	543860	82.68%	106	33.13%
愈	710		13	178	0.02706%	544038	82.70%	61	19.06%
味	711		8	177	0.02691%	544215	82.73%	111	34.69%
某	712		9	176	0.02676%	544391	82.76%	94	29.38%
衣	713		6	175	0.0266%	544566	82.78%	92	28.75%
護	714		21	175	0.0266%	544741	82.81%	87	27.19%
停	715		11	174	0.02645%	544915	82.84%	102	31.88%
判	716		7	174	0.02645%	545089	82.86%	70	21.88%
休	717		6	173	0.0263%	545262	82.89%	75	23.44%
呼	718		8	173	0.0263%	545435	82.92%	103	32.19%
誰	719		15	172	0.02615%	545607	82.94%	92	28.75%
均	720		7	171	0.026%	545778	82.97%	90	28.13%
散	721		12	171	0.026%	545949	82.99%	99	30.94%
買	722		12	171	0.026%	546120	83.02%	79	24.69%
館	723		16	171	0.026%	546291	83.05%	56	17.50%
困	724		7	170	0.02584%	546461	83.07%	108	33.75%
積	725		16	170	0.02584%	546631	83.10%	103	32.19%
臨	726		17	170	0.02584%	546801	83.12%	105	32.81%
訴	727		12	170	0.02584%	546971	83.15%	104	32.50%
課	728		15	170	0.02584%	547141	83.18%	84	26.25%
檢	729		17	169	0.02569%	547310	83.20%	72	22.50%
秋	730		9	169	0.02569%	547479	83.23%	66	20.63%
退	731		9	169	0.02569%	547648	83.25%	91	28.44%
固	732		8	168	0.02554%	547816	83.28%	94	29.38%
壓	733		17	168	0.02554%	547984	83.30%	96	30.00%
歐	734		15	168	0.02554%	548152	83.33%	58	18.13%
農	735		13	168	0.02554%	548320	83.35%	59	18.44%
布	736		5	167	0.02539%	548487	83.38%	85	26.56%
短	737		12	167	0.02539%	548654	83.41%	99	30.94%
村	738		7	166	0.02524%	548820	83.43%	54	16.88%
版	739		8	166	0.02524%	548986	83.46%	65	20.31%
腳	740		13	166	0.02524%	549152	83.48%	92	28.75%
雜	741		18	166	0.02524%	549318	83.51%	103	32.19%
婦	742		11	165	0.02508%	549483	83.53%	68	21.25%
營	743		17	165	0.02508%	549648	83.56%	80	25.00%
醒	744		16	165	0.02508%	549813	83.58%	82	25.63%
健	745		11	164	0.02493%	549977	83.61%	71	22.19%
臉	746		17	164	0.02493%	550141	83.63%	85	26.56%
銀	747		14	164	0.02493%	550305	83.66%	50	15.63%
印	748		6	163	0.02478%	550468	83.68%	93	29.06%
唯	749		11	163	0.02478%	550631	83.71%	120	37.50%
宣	750		9	163	0.02478%	550794	83.73%	84	26.25%
律	751		9	163	0.02478%	550957	83.76%	82	25.63%
換	752		12	163	0.02478%	551120	83.78%	104	32.50%
擔	753		16	163	0.02478%	551283	83.81%	102	31.88%
緣	754		15	163	0.02478%	551446	83.83%	83	25.94%
號	755		13	163	0.02478%	551609	83.85%	77	24.06%
述	756		8	163	0.02478%	551772	83.88%	93	29.06%
寧	757		14	162	0.02463%	551934	83.90%	79	24.69%
忽	758		8	162	0.02463%	552096	83.93%	96	30.00%
技	759		7	162	0.02463%	552258	83.95%	80	25.00%
朝	760		12	161	0.02448%	552419	83.98%	90	28.13%
油	761		8	161	0.02448%	552580	84.00%	66	20.63%
皮	762		5	161	0.02448%	552741	84.03%	78	24.38%
線	763		15	161	0.02448%	552902	84.05%	98	30.63%
葉	764		13	160	0.02432%	553062	84.08%	73	22.81%
守	765		6	159	0.02417%	553221	84.10%	96	30.00%
料	766		10	159	0.02417%	553380	84.12%	87	27.19%
源	767		13	159	0.02417%	553539	84.15%	96	30.00%
裝	768		13	159	0.02417%	553698	84.17%	84	26.25%
透	769		10	159	0.02417%	553857	84.20%	100	31.25%
既	770		9	158	0.02402%	554015	84.22%	104	32.50%
逐	771		10	158	0.02402%	554173	84.24%	104	32.50%
養	772		15	158	0.02402%	554331	84.27%	86	26.88%
修	773		10	157	0.02387%	554488	84.29%	86	26.88%
烈	774		10	157	0.02387%	554645	84.32%	99	30.94%
眠	775		10	157	0.02387%	554802	84.34%	23	7.19%
睡	776		14	157	0.02387%	554959	84.36%	59	18.44%
紙	777		10	157	0.02387%	555116	84.39%	96	30.00%
貴	778		12	157	0.02387%	555273	84.41%	85	26.56%
靠	779		15	157	0.02387%	555430	84.44%	89	27.81%
戲	780		17	156	0.02371%	555586	84.46%	72	22.50%
拿	781		10	156	0.02371%	555742	84.48%	94	29.38%
歸	782		18	156	0.02371%	555898	84.51%	99	30.94%
狀	783		8	156	0.02371%	556054	84.53%	80	25.00%
企	784		6	155	0.02356%	556209	84.55%	63	19.69%
列	785		6	155	0.02356%	556364	84.58%	96	30.00%
忍	786		7	154	0.02341%	556518	84.60%	101	31.56%
潮	787		15	154	0.02341%	556672	84.62%	85	26.56%
私	788		7	154	0.02341%	556826	84.65%	79	24.69%
訊	789		10	154	0.02341%	556980	84.67%	62	19.38%
遇	790		12	154	0.02341%	557134	84.69%	93	29.06%
型	791		9	153	0.02326%	557287	84.72%	92	28.75%
堅	792		11	153	0.02326%	557440	84.74%	93	29.06%
沙	793		7	153	0.02326%	557593	84.76%	63	19.69%
亂	794		13	152	0.02311%	557745	84.79%	99	30.94%
差	795		10	152	0.02311%	557897	84.81%	86	26.88%
採	796		11	152	0.02311%	558049	84.83%	82	25.63%
腦	797		13	152	0.02311%	558201	84.86%	78	24.38%
漫	798		14	151	0.02295%	558352	84.88%	83	25.94%
窗	799		12	151	0.02295%	558503	84.90%	77	24.06%
菜	800		12	151	0.02295%	558654	84.93%	43	13.44%
掉	801		11	150	0.0228%	558804	84.95%	94	29.38%
脂	802		10	150	0.0228%	558954	84.97%	11	3.44%
唱	803		11	149	0.02265%	559103	84.99%	57	17.81%
惡	804		12	149	0.02265%	559252	85.02%	85	26.56%
抱	805		8	149	0.02265%	559401	85.04%	95	29.69%
漢	806		14	149	0.02265%	559550	85.06%	48	15.00%
雄	807		12	149	0.02265%	559699	85.08%	70	21.88%
察	808		14	148	0.0225%	559847	85.11%	74	23.13%
擁	809		16	148	0.0225%	559995	85.13%	102	31.88%
童	810		12	148	0.0225%	560143	85.15%	71	22.19%
端	811		14	148	0.0225%	560291	85.17%	86	26.88%
里	812		7	148	0.0225%	560439	85.20%	86	26.88%
戀	813		23	147	0.02235%	560586	85.22%	58	18.13%
概	814		13	147	0.02235%	560733	85.24%	71	22.19%
餘	815		15	147	0.02235%	560880	85.26%	92	28.75%
肯	816		8	146	0.02219%	561026	85.29%	89	27.81%
速	817		10	146	0.02219%	561172	85.31%	91	28.44%
酒	818		10	146	0.02219%	561318	85.33%	59	18.44%
慮	819		15	145	0.02204%	561463	85.35%	92	28.75%
互	820		4	144	0.02189%	561607	85.37%	87	27.19%
威	821		9	143	0.02174%	561750	85.40%	64	20.00%
憶	822		16	143	0.02174%	561893	85.42%	75	23.44%
洲	823		9	143	0.02174%	562036	85.44%	56	17.50%
禮	824		17	143	0.02174%	562179	85.46%	78	24.38%
訪	825		11	143	0.02174%	562322	85.48%	68	21.25%
默	826		16	142	0.02159%	562464	85.51%	74	23.13%
剛	827		10	141	0.02143%	562605	85.53%	90	28.13%
恐	828		10	141	0.02143%	562746	85.55%	90	28.13%
戶	829		4	141	0.02143%	562887	85.57%	44	13.75%
模	830		15	141	0.02143%	563028	85.59%	90	28.13%
激	831		16	141	0.02143%	563169	85.61%	102	31.88%
蛋	832		11	141	0.02143%	563310	85.63%	34	10.63%
迷	833		9	141	0.02143%	563451	85.66%	87	27.19%
露	834		21	141	0.02143%	563592	85.68%	90	28.13%
典	835		8	140	0.02128%	563732	85.70%	80	25.00%
疑	836		14	140	0.02128%	563872	85.72%	98	30.63%
遊	837		12	140	0.02128%	564012	85.74%	87	27.19%
勞	838		12	139	0.02113%	564151	85.76%	59	18.44%
妳	839		8	139	0.02113%	564290	85.78%	26	8.13%
岸	840		8	139	0.02113%	564429	85.80%	60	18.75%
忙	841		6	139	0.02113%	564568	85.82%	75	23.44%
武	842		8	139	0.02113%	564707	85.85%	51	15.94%
防	843		6	139	0.02113%	564846	85.87%	59	18.44%
升	844		4	138	0.02098%	564984	85.89%	73	22.81%
患	845		11	138	0.02098%	565122	85.91%	43	13.44%
掌	846		12	138	0.02098%	565260	85.93%	72	22.50%
織	847		18	138	0.02098%	565398	85.95%	67	20.94%
趣	848		15	138	0.02098%	565536	85.97%	82	25.63%
努	849		7	137	0.02083%	565673	85.99%	76	23.75%
授	850		11	136	0.02067%	565809	86.01%	61	19.06%
握	851		12	136	0.02067%	565945	86.03%	80	25.00%
江	852		6	136	0.02067%	566081	86.06%	61	19.06%
沈	853		7	135	0.02052%	566216	86.08%	63	19.69%
險	854		15	135	0.02052%	566351	86.10%	71	22.19%
午	855		4	134	0.02037%	566485	86.12%	79	24.69%
塊	856		13	134	0.02037%	566619	86.14%	82	25.63%
遍	857		12	134	0.02037%	566753	86.16%	91	28.44%
錯	858		16	134	0.02037%	566887	86.18%	94	29.38%
煙	859		13	133	0.02022%	567020	86.20%	75	23.44%
移	860		11	133	0.02022%	567153	86.22%	79	24.69%
範	861		15	133	0.02022%	567286	86.24%	81	25.31%
危	862		6	132	0.02007%	567418	86.26%	76	23.75%
症	863		10	132	0.02007%	567550	86.28%	32	10.00%
缺	864		10	132	0.02007%	567682	86.30%	88	27.50%
避	865		16	132	0.02007%	567814	86.32%	75	23.44%
陣	866		9	132	0.02007%	567946	86.34%	79	24.69%
	867		11	131	0.01991%	568077	86.36%	11	3.44%
鐵	868		21	131	0.01991%	568208	86.38%	69	21.56%
鞋	869		15	131	0.01991%	568339	86.40%	28	8.75%
額	870		18	131	0.01991%	568470	86.42%	41	12.81%
屋	871		9	130	0.01976%	568600	86.44%	71	22.19%
左	872		5	130	0.01976%	568730	86.46%	74	23.13%
檳	873		18	130	0.01976%	568860	86.48%	10	3.13%
脫	874		11	130	0.01976%	568990	86.50%	82	25.63%
舞	875		14	130	0.01976%	569120	86.52%	70	21.88%
途	876		10	130	0.01976%	569250	86.54%	93	29.06%
乃	877		2	129	0.01961%	569379	86.56%	81	25.31%
座	878		10	129	0.01961%	569508	86.58%	79	24.69%
純	879		10	129	0.01961%	569637	86.60%	83	25.94%
補	880		12	129	0.01961%	569766	86.62%	74	23.13%
遺	881		15	129	0.01961%	569895	86.63%	80	25.00%
哥	882		10	128	0.01946%	570023	86.65%	38	11.88%
店	883		8	128	0.01946%	570151	86.67%	67	20.94%
探	884		11	128	0.01946%	570279	86.69%	79	24.69%
榔	885		13	128	0.01946%	570407	86.71%	9	2.81%
玩	886		8	128	0.01946%	570535	86.73%	66	20.63%
衝	887		15	128	0.01946%	570663	86.75%	82	25.63%
章	888		11	127	0.01931%	570790	86.77%	70	21.88%
吸	889		7	126	0.01915%	570916	86.79%	74	23.13%
圍	890		12	126	0.01915%	571042	86.81%	85	26.56%
席	891		10	126	0.01915%	571168	86.83%	50	15.63%
羅	892		19	126	0.01915%	571294	86.85%	72	22.50%
予	893		4	125	0.019%	571419	86.87%	77	24.06%
周	894		8	125	0.019%	571544	86.89%	82	25.63%
暗	895		13	125	0.019%	571669	86.90%	79	24.69%
爸	896		8	125	0.019%	571794	86.92%	29	9.06%
票	897		11	125	0.019%	571919	86.94%	59	18.44%
賣	898		15	125	0.019%	572044	86.96%	67	20.94%
寂	899		11	124	0.01885%	572168	86.98%	72	22.50%
波	900		8	124	0.01885%	572292	87.00%	81	25.31%
狂	901		7	124	0.01885%	572416	87.02%	63	19.69%
禁	902		13	124	0.01885%	572540	87.04%	84	26.25%
豪	903		14	124	0.01885%	572664	87.06%	41	12.81%
擇	904		16	123	0.0187%	572787	87.07%	80	25.00%
田	905		5	123	0.0187%	572910	87.09%	56	17.50%
紛	906		10	123	0.0187%	573033	87.11%	69	21.56%
莫	907		11	123	0.0187%	573156	87.13%	71	22.19%
閒	908		12	123	0.0187%	573279	87.15%	50	15.63%
頓	909		13	123	0.0187%	573402	87.17%	58	18.13%
徵	910		15	122	0.01855%	573524	87.19%	70	21.88%
括	911		9	122	0.01855%	573646	87.21%	71	22.19%
析	912		8	122	0.01855%	573768	87.22%	53	16.56%
淚	913		11	122	0.01855%	573890	87.24%	67	20.94%
略	914		11	122	0.01855%	574012	87.26%	72	22.50%
觸	915		20	122	0.01855%	574134	87.28%	72	22.50%
減	916		12	121	0.01839%	574255	87.30%	59	18.44%
肉	917		6	121	0.01839%	574376	87.32%	65	20.31%
鐘	918		20	121	0.01839%	574497	87.33%	69	21.56%
順	919		12	121	0.01839%	574618	87.35%	71	22.19%
隱	920		16	120	0.01824%	574738	87.37%	70	21.88%
